Entity,Year,Country code,"Health Expenditure, as % of national GDP"
Ireland,2005,IRL,7.58271495
Ireland,2006,IRL,7.52251884
Ireland,2007,IRL,7.86534686
Ireland,2008,IRL,8.99087099
Ireland,2009,IRL,9.94987168
Ireland,2010,IRL,9.20765582
Ireland,2011,IRL,8.71342321
Ireland,2012,IRL,8.87404865
Ireland,2013,IRL,8.92180568
Israel,1995,ISR,7.3455544
Israel,1996,ISR,7.40078584
Israel,1997,ISR,7.56044952
Israel,1998,ISR,7.41985563
Israel,1999,ISR,7.1622169
Israel,2000,ISR,7.1292842
Israel,2001,ISR,7.61027459
Israel,2002,ISR,7.49158333
Israel,2003,ISR,7.43618117
Israel,2004,ISR,7.34611891
Israel,2005,ISR,7.43511314
Israel,2006,ISR,7.24843101
Israel,2007,ISR,7.20850432
Israel,2008,ISR,7.27970525
Israel,2009,ISR,7.27754404
Israel,2010,ISR,7.22859313
Israel,2011,ISR,7.29174933
Israel,2012,ISR,7.36096076
Israel,2013,ISR,7.23770873
Italy,1995,ITA,7.05765071
Italy,1996,ITA,7.15507667
Italy,1997,ITA,7.43225786
Italy,1998,ITA,7.49161628
Italy,1999,ITA,7.57170581
Italy,2000,ITA,7.87445864
Italy,2001,ITA,8.06179443
Italy,2002,ITA,8.19112156
Italy,2003,ITA,8.16581524
Italy,2004,ITA,8.50136611
Italy,2005,ITA,8.74371989
Italy,2006,ITA,8.84006919
Italy,2007,ITA,8.50142154
Italy,2008,ITA,8.89150509
Italy,2009,ITA,9.40366262
Italy,2010,ITA,9.40790996
Italy,2011,ITA,9.24841501
Italy,2012,ITA,9.18743597
Italy,2013,ITA,9.09088695
Jamaica,1995,JAM,4.09119666
Jamaica,1996,JAM,4.68299584
Jamaica,1997,JAM,5.97090539
Jamaica,1998,JAM,5.0718925
Jamaica,1999,JAM,4.6848263
Jamaica,2000,JAM,5.46556531
Jamaica,2001,JAM,5.09323347
Jamaica,2002,JAM,4.85575957
Jamaica,2003,JAM,4.55821974
Jamaica,2004,JAM,4.80457328
Jamaica,2005,JAM,4.06830563
Jamaica,2006,JAM,4.22114615
Jamaica,2007,JAM,4.87190883
Jamaica,2008,JAM,5.40429222
Jamaica,2009,JAM,5.15809611
Jamaica,2010,JAM,5.28334723
Jamaica,2011,JAM,5.20809817
Jamaica,2012,JAM,5.65399128
Jamaica,2013,JAM,5.90467626
Japan,1995,JPN,6.80689605
Japan,1996,JPN,6.95359196
Japan,1997,JPN,6.890689
Japan,1998,JPN,7.1765758
Japan,1999,JPN,7.44069913
Japan,2000,JPN,7.60341741
Japan,2001,JPN,7.80608265
Japan,2002,JPN,7.85746391
Japan,2003,JPN,7.98807935
Japan,2004,JPN,7.99472471
Japan,2005,JPN,8.18191822
Japan,2006,JPN,8.19861322
Japan,2007,JPN,8.22948556
Japan,2008,JPN,8.60504683
Japan,2009,JPN,9.52575136
Japan,2010,JPN,9.58899117
Japan,2011,JPN,10.07641531
Japan,2012,JPN,10.28041947
Japan,2013,JPN,10.29904869
Jordan,1995,JOR,8.46872054
Jordan,1996,JOR,8.91042557
Jordan,1997,JOR,8.96948431
Jordan,1998,JOR,9.3081014
Jordan,1999,JOR,9.35886634
Jordan,2000,JOR,9.65458147
Jordan,2001,JOR,9.90188407
Jordan,2002,JOR,9.6812527
Jordan,2003,JOR,9.15449466
Jordan,2004,JOR,9.06597688
Jordan,2005,JOR,8.88260293
Jordan,2006,JOR,8.08490363
Jordan,2007,JOR,8.34550992
Jordan,2008,JOR,8.77647005
Jordan,2009,JOR,9.54302829
Jordan,2010,JOR,8.75386783
Jordan,2011,JOR,9.11839761
Jordan,2012,JOR,7.95958441
Jordan,2013,JOR,7.22402931
Kazakhstan,1995,KAZ,4.61783479
Kazakhstan,1996,KAZ,4.34318179
Kazakhstan,1997,KAZ,4.67251837
Kazakhstan,1998,KAZ,4.83111924
Kazakhstan,1999,KAZ,4.37611572
Kazakhstan,2000,KAZ,4.16032948
Kazakhstan,2001,KAZ,3.47096531
Kazakhstan,2002,KAZ,3.61480665
Kazakhstan,2003,KAZ,3.69562808
Kazakhstan,2004,KAZ,3.9518034
Kazakhstan,2005,KAZ,4.0695128
Kazakhstan,2006,KAZ,3.7265601
Kazakhstan,2007,KAZ,3.18543508
Kazakhstan,2008,KAZ,3.64857393
Kazakhstan,2009,KAZ,4.13485255
Kazakhstan,2010,KAZ,4.42042214
Kazakhstan,2011,KAZ,4.05524951
Kazakhstan,2012,KAZ,4.3153085
Kazakhstan,2013,KAZ,4.25597414
Kenya,1995,KEN,4.2546112
Kenya,1996,KEN,4.14837559
Kenya,1997,KEN,4.1175352
Kenya,1998,KEN,4.49260472
Kenya,1999,KEN,4.1968479
Kenya,2000,KEN,4.68273816
Kenya,2001,KEN,4.62224717
Kenya,2002,KEN,4.53836443
Kenya,2003,KEN,4.44734056
Kenya,2004,KEN,4.28974554
Kenya,2005,KEN,4.36354595
Kenya,2006,KEN,4.51333614
Kenya,2007,KEN,4.4206389
Kenya,2008,KEN,4.19006762
Kenya,2009,KEN,4.60314364
Kenya,2010,KEN,4.35186846
Kenya,2011,KEN,4.29019739
Kenya,2012,KEN,4.45797473
Kenya,2013,KEN,4.47656354
Kiribati,1995,KIR,9.42678352
Kiribati,1996,KIR,9.2382489
Kiribati,1997,KIR,9.38891112
Kiribati,1998,KIR,7.02359598
Kiribati,1999,KIR,8.84871781
Kiribati,2000,KIR,7.99448442
Kiribati,2001,KIR,8.90358584
Kiribati,2002,KIR,8.98928872
Kiribati,2003,KIR,9.95188747
Kiribati,2004,KIR,10.38172452
Kiribati,2005,KIR,10.05818497
Kiribati,2006,KIR,10.92704338
Kiribati,2007,KIR,12.16259592
Kiribati,2008,KIR,12.87412547
Kiribati,2009,KIR,10.84030368
Kiribati,2010,KIR,10.54813934
Kiribati,2011,KIR,10.44983773
Kiribati,2012,KIR,10.18157203
Kiribati,2013,KIR,10.0761463
Kuwait,1995,KWT,3.76151454
Kuwait,1996,KWT,3.46533759
Kuwait,1997,KWT,3.69440488
Kuwait,1998,KWT,4.43709202
Kuwait,1999,KWT,3.6535783
Kuwait,2000,KWT,2.4989415
Kuwait,2001,KWT,3.59792189
Kuwait,2002,KWT,3.55133592
Kuwait,2003,KWT,3.21827133
Kuwait,2004,KWT,2.74632777
Kuwait,2005,KWT,2.36983467
Kuwait,2006,KWT,2.24503417
Kuwait,2007,KWT,2.12518388
Kuwait,2008,KWT,1.92404604
Kuwait,2009,KWT,3.93460876
Kuwait,2010,KWT,2.78522006
Kuwait,2011,KWT,2.623968
Kuwait,2012,KWT,2.56544882
Kuwait,2013,KWT,2.88751319
Kyrgyzstan,1995,KGZ,5.97060065
Kyrgyzstan,1996,KGZ,5.69307187
Kyrgyzstan,1997,KGZ,5.23371462
Kyrgyzstan,1998,KGZ,5.8769337
Kyrgyzstan,1999,KGZ,5.33664004
Kyrgyzstan,2000,KGZ,4.6771627
Kyrgyzstan,2001,KGZ,4.78581
Kyrgyzstan,2002,KGZ,5.43420861
Kyrgyzstan,2003,KGZ,5.42793328
Kyrgyzstan,2004,KGZ,5.57289951
Kyrgyzstan,2005,KGZ,5.82230709
Kyrgyzstan,2006,KGZ,6.73429073
Kyrgyzstan,2007,KGZ,6.87338793
Kyrgyzstan,2008,KGZ,6.07102722
Kyrgyzstan,2009,KGZ,6.79492613
Kyrgyzstan,2010,KGZ,6.65733621
Kyrgyzstan,2011,KGZ,6.17973864
Kyrgyzstan,2012,KGZ,6.97365426
Kyrgyzstan,2013,KGZ,6.67164935
Laos,1995,LAO,4.14675425
Laos,1996,LAO,4.60396102
Laos,1997,LAO,6.31579794
Laos,1998,LAO,6.4144509
Laos,1999,LAO,3.72138272
Laos,2000,LAO,3.32791252
Laos,2001,LAO,4.08564548
Laos,2002,LAO,4.04067648
Laos,2003,LAO,4.93300468
Laos,2004,LAO,4.5831881
Laos,2005,LAO,4.30880247
Laos,2006,LAO,4.27023203
Laos,2007,LAO,4.1572034
Laos,2008,LAO,2.69880893
Laos,2009,LAO,3.6109052
Laos,2010,LAO,2.35855251
Laos,2011,LAO,2.1038206
Laos,2012,LAO,1.91813468
Laos,2013,LAO,1.97843831
Latvia,1995,LVA,5.7641721
Latvia,1996,LVA,6.10366636
Latvia,1997,LVA,6.20315475
Latvia,1998,LVA,6.1213504
Latvia,1999,LVA,6.38998632
Latvia,2000,LVA,6.00426586
Latvia,2001,LVA,6.16677115
Latvia,2002,LVA,6.28923484
Latvia,2003,LVA,6.15252413
Latvia,2004,LVA,6.51218398
Latvia,2005,LVA,6.37415759
Latvia,2006,LVA,6.7991405
Latvia,2007,LVA,7.01215151
Latvia,2008,LVA,6.63050503
Latvia,2009,LVA,6.83979658
Latvia,2010,LVA,6.55480382
Latvia,2011,LVA,6.09974076
Latvia,2012,LVA,5.90276158
Latvia,2013,LVA,5.71760906
Lebanon,1995,LBN,14.33338104
Lebanon,1996,LBN,15.23363862
Lebanon,1997,LBN,12.99147114
Lebanon,1998,LBN,11.45020077
Lebanon,1999,LBN,10.87826853
Lebanon,2000,LBN,10.8541976
Lebanon,2001,LBN,10.87134602
Lebanon,2002,LBN,10.01539838
Lebanon,2003,LBN,9.15045618
Lebanon,2004,LBN,8.41098678
Lebanon,2005,LBN,7.86077714
Lebanon,2006,LBN,8.28628553
Lebanon,2007,LBN,8.08569874
Lebanon,2008,LBN,7.68073424
Lebanon,2009,LBN,7.33516264
Lebanon,2010,LBN,7.1081133
Lebanon,2011,LBN,7.13387589
Lebanon,2012,LBN,7.45708973
Lebanon,2013,LBN,7.17452331
Lesotho,1995,LSO,7.45269077
Lesotho,1996,LSO,7.49445156
Lesotho,1997,LSO,6.72167554
Lesotho,1998,LSO,6.84992156
Lesotho,1999,LSO,6.75545866
Lesotho,2000,LSO,6.91815371
Lesotho,2001,LSO,7.53112401
Lesotho,2002,LSO,6.91101497
Lesotho,2003,LSO,7.13081045
Lesotho,2004,LSO,6.96772103
Lesotho,2005,LSO,6.29711615
Lesotho,2006,LSO,7.11400361
Lesotho,2007,LSO,8.47147485
Lesotho,2008,LSO,8.85267061
Lesotho,2009,LSO,9.81760184
Lesotho,2010,LSO,10.90666808
Lesotho,2011,LSO,11.90233323
Lesotho,2012,LSO,12.14588846
Lesotho,2013,LSO,11.47671494
Liberia,1998,LBR,5.92464687
Liberia,1999,LBR,6.03740415
Liberia,2000,LBR,5.91313979
Liberia,2001,LBR,6.40765167
Liberia,2002,LBR,5.42610811
Liberia,2003,LBR,3.43834055
Liberia,2004,LBR,8.77485713
Liberia,2005,LBR,8.03588306
Liberia,2006,LBR,10.9040877
Liberia,2007,LBR,10.23524324
Liberia,2008,LBR,11.8250115
Liberia,2009,LBR,14.15385262
Liberia,2010,LBR,11.50305235
Liberia,2011,LBR,12.08586009
Liberia,2012,LBR,9.41674127
Liberia,2013,LBR,10.02606781
Libya,1995,LBY,3.27753681
Libya,1996,LBY,3.35009282
Libya,1997,LBY,3.45644575
Libya,1998,LBY,3.90036944
Libya,1999,LBY,3.64702626
Libya,2000,LBY,3.40765496
Libya,2001,LBY,4.05766524
Libya,2002,LBY,4.56836292
Libya,2003,LBY,4.06371504
Libya,2004,LBY,3.46061724
Libya,2005,LBY,2.70538066
Libya,2006,LBY,2.5091272
Libya,2007,LBY,2.62642263
Libya,2008,LBY,2.04113186
Libya,2009,LBY,3.1625065
Libya,2010,LBY,3.05255664
Libya,2011,LBY,4.77000711
Libya,2012,LBY,4.29879351
Libya,2013,LBY,4.29879351
Lithuania,1995,LTU,5.37428736
Lithuania,1996,LTU,5.58350936
Lithuania,1997,LTU,5.73862949
Lithuania,1998,LTU,6.07781199
Lithuania,1999,LTU,6.20251838
Lithuania,2000,LTU,6.45834466
Lithuania,2001,LTU,6.26029317
Lithuania,2002,LTU,6.39672595
Lithuania,2003,LTU,6.48590833
Lithuania,2004,LTU,5.67295634
Lithuania,2005,LTU,5.83329719
Lithuania,2006,LTU,6.1952649
Lithuania,2007,LTU,6.22324336
Lithuania,2008,LTU,6.60806884
Lithuania,2009,LTU,7.53202621
Lithuania,2010,LTU,7.08692863
Lithuania,2011,LTU,6.8531038
Lithuania,2012,LTU,6.66314769
Lithuania,2013,LTU,6.23711746
Luxembourg,1995,LUX,5.56674916
Luxembourg,1996,LUX,5.65222065
Luxembourg,1997,LUX,5.59426504
Luxembourg,1998,LUX,5.6675376
Luxembourg,1999,LUX,5.82712225
Luxembourg,2000,LUX,7.4774803
Luxembourg,2001,LUX,7.40182994
Luxembourg,2002,LUX,8.26666289
Luxembourg,2003,LUX,7.6672888
Luxembourg,2004,LUX,8.20455455
Luxembourg,2005,LUX,7.9457012
Luxembourg,2006,LUX,7.74947888
Luxembourg,2007,LUX,6.71629448
Luxembourg,2008,LUX,7.33859092
Luxembourg,2009,LUX,8.11462616
Luxembourg,2010,LUX,7.68088685
Luxembourg,2011,LUX,7.39125058
Luxembourg,2012,LUX,7.17505212
Luxembourg,2013,LUX,7.09750384
Macedonia,1995,MKD,8.38756658
Macedonia,1996,MKD,8.60364474
Macedonia,1997,MKD,9.08526115
Macedonia,1998,MKD,9.99124825
Macedonia,1999,MKD,8.79979905
Macedonia,2000,MKD,8.7280088
Macedonia,2001,MKD,8.46861756
Macedonia,2002,MKD,9.3227309
Macedonia,2003,MKD,9.25685443
Macedonia,2004,MKD,8.69811889
Macedonia,2005,MKD,8.07432837
Macedonia,2006,MKD,7.8322743
Macedonia,2007,MKD,6.97615975
Macedonia,2008,MKD,6.93235257
Macedonia,2009,MKD,6.77395984
Macedonia,2010,MKD,6.83995807
Macedonia,2011,MKD,6.69397212
Macedonia,2012,MKD,6.89517653
Macedonia,2013,MKD,6.44424588
Madagascar,1995,MDG,4.12397795
Madagascar,1996,MDG,4.46798941
Madagascar,1997,MDG,4.70252866
Madagascar,1998,MDG,4.4684201
Madagascar,1999,MDG,4.46167157
Madagascar,2000,MDG,4.97703799
Madagascar,2001,MDG,5.01654768
Madagascar,2002,MDG,5.13505188
Madagascar,2003,MDG,4.81289248
Madagascar,2004,MDG,4.83409057
Madagascar,2005,MDG,4.86483085
Madagascar,2006,MDG,4.94232996
Madagascar,2007,MDG,4.98400849
Madagascar,2008,MDG,4.29941804
Madagascar,2009,MDG,4.49130268
Madagascar,2010,MDG,4.9834984
Madagascar,2011,MDG,4.01111669
Madagascar,2012,MDG,3.33963272
Madagascar,2013,MDG,4.23357909
Malawi,1995,MWI,4.9188777
Malawi,1996,MWI,4.66358946
Malawi,1997,MWI,5.16097098
Malawi,1998,MWI,5.4872013
Malawi,1999,MWI,6.51035335
Malawi,2000,MWI,6.06168351
Malawi,2001,MWI,5.06006571
Malawi,2002,MWI,3.67685509
Malawi,2003,MWI,4.79565949
Malawi,2004,MWI,5.90232341
Malawi,2005,MWI,6.1846849
Malawi,2006,MWI,7.01067008
Malawi,2007,MWI,5.48679466
Malawi,2008,MWI,6.73884422
Malawi,2009,MWI,6.76236546
Malawi,2010,MWI,7.24143129
Malawi,2011,MWI,8.37912027
Malawi,2012,MWI,9.19620196
Malawi,2013,MWI,8.33502462
Malaysia,1995,MYS,2.84443644
Malaysia,1996,MYS,2.79507561
Malaysia,1997,MYS,2.72454231
Malaysia,1998,MYS,2.92715856
Malaysia,1999,MYS,3.03279526
Malaysia,2000,MYS,3.03701543
Malaysia,2001,MYS,3.39741561
Malaysia,2002,MYS,3.40337254
Malaysia,2003,MYS,3.95392114
Malaysia,2004,MYS,3.74492489
Malaysia,2005,MYS,3.2918067
Malaysia,2006,MYS,3.65422598
Malaysia,2007,MYS,3.60563426
Malaysia,2008,MYS,3.47129572
Malaysia,2009,MYS,3.97454959
Malaysia,2010,MYS,3.99044068
Malaysia,2011,MYS,3.89168132
Malaysia,2012,MYS,4.01444376
Malaysia,2013,MYS,4.02742152
Maldives,1995,MDV,5.70839634
Maldives,1996,MDV,6.36760933
Maldives,1997,MDV,6.38692468
Maldives,1998,MDV,6.39099762
Maldives,1999,MDV,6.56569897
Maldives,2000,MDV,7.06541845
Maldives,2001,MDV,5.3109733
Maldives,2002,MDV,5.1914405
Maldives,2003,MDV,6.03526593
Maldives,2004,MDV,5.90873587
Maldives,2005,MDV,7.04206114
Maldives,2006,MDV,6.66838084
Maldives,2007,MDV,6.29163256
Maldives,2008,MDV,7.88810623
Maldives,2009,MDV,7.64462315
Maldives,2010,MDV,5.7872356
Maldives,2011,MDV,8.06104357
Maldives,2012,MDV,11.37329726
Maldives,2013,MDV,10.80827643
Mali,1995,MLI,5.23808477
Mali,1996,MLI,7.84090149
Mali,1997,MLI,7.02992621
Mali,1998,MLI,6.20168621
Mali,1999,MLI,6.04808527
Mali,2000,MLI,6.29290836
Mali,2001,MLI,6.39256815
Mali,2002,MLI,6.28358543
Mali,2003,MLI,6.2183126
Mali,2004,MLI,6.27953803
Mali,2005,MLI,6.34148841
Mali,2006,MLI,6.56029639
Mali,2007,MLI,6.98311676
Mali,2008,MLI,6.73930769
Mali,2009,MLI,6.84887315
Mali,2010,MLI,6.88156682
Mali,2011,MLI,6.82106142
Mali,2012,MLI,5.80112248
Mali,2013,MLI,7.14021344
Malta,1995,MLT,5.63361726
Malta,1996,MLT,5.99238572
Malta,1997,MLT,6.31923399
Malta,1998,MLT,6.39881318
Malta,1999,MLT,6.36465461
Malta,2000,MLT,6.5697942
Malta,2001,MLT,7.07595282
Malta,2002,MLT,7.8639032
Malta,2003,MLT,8.21668813
Malta,2004,MLT,8.47821926
Malta,2005,MLT,9.06267236
Malta,2006,MLT,9.13635217
Malta,2007,MLT,8.48222549
Malta,2008,MLT,8.17942483
Malta,2009,MLT,8.33343293
Malta,2010,MLT,8.31423088
Malta,2011,MLT,9.54273076
Malta,2012,MLT,8.71982433
Malta,2013,MLT,8.7298784
Marshall Islands,1995,MHL,15.79050703
Marshall Islands,1996,MHL,19.01933436
Marshall Islands,1997,MHL,19.92555864
Marshall Islands,1998,MHL,18.57208484
Marshall Islands,1999,MHL,18.68149426
Marshall Islands,2000,MHL,22.53329499
Marshall Islands,2001,MHL,19.39671936
Marshall Islands,2002,MHL,18.18265554
Marshall Islands,2003,MHL,17.25669366
Marshall Islands,2004,MHL,17.64168879
Marshall Islands,2005,MHL,17.25707008
Marshall Islands,2006,MHL,19.61655269
Marshall Islands,2007,MHL,19.62053277
Marshall Islands,2008,MHL,17.90819617
Marshall Islands,2009,MHL,17.49421229
Marshall Islands,2010,MHL,16.02645409
Marshall Islands,2011,MHL,16.01992261
Marshall Islands,2012,MHL,15.62305842
Marshall Islands,2013,MHL,16.53220346
Mauritania,1995,MRT,4.63701748
Mauritania,1996,MRT,3.72916952
Mauritania,1997,MRT,3.90272323
Mauritania,1998,MRT,4.61179565
Mauritania,1999,MRT,5.32296516
Mauritania,2000,MRT,5.24420528
Mauritania,2001,MRT,4.32334614
Mauritania,2002,MRT,5.29521337
Mauritania,2003,MRT,4.50959579
Mauritania,2004,MRT,4.6898658
Mauritania,2005,MRT,4.19272307
Mauritania,2006,MRT,3.20308953
Mauritania,2007,MRT,3.52031815
Mauritania,2008,MRT,3.6876647
Mauritania,2009,MRT,4.78239878
Mauritania,2010,MRT,4.47885025
Mauritania,2011,MRT,3.32768929
Mauritania,2012,MRT,3.75462424
Mauritania,2013,MRT,3.77142965
Mauritius,1995,MUS,3.62368934
Mauritius,1996,MUS,3.5281114
Mauritius,1997,MUS,3.52944008
Mauritius,1998,MUS,3.57578384
Mauritius,1999,MUS,3.48627317
Mauritius,2000,MUS,3.78342769
Mauritius,2001,MUS,3.86541671
Mauritius,2002,MUS,4.23599832
Mauritius,2003,MUS,4.14728086
Mauritius,2004,MUS,4.29214123
Mauritius,2005,MUS,4.46865768
Mauritius,2006,MUS,4.37870539
Mauritius,2007,MUS,4.24109725
Mauritius,2008,MUS,4.60310258
Mauritius,2009,MUS,4.96772048
Mauritius,2010,MUS,5.22632766
Mauritius,2011,MUS,5.02482988
Mauritius,2012,MUS,4.7562462
Mauritius,2013,MUS,4.82151957
Mexico,1995,MEX,5.14952222
Mexico,1996,MEX,4.67818721
Mexico,1997,MEX,4.80412487
Mexico,1998,MEX,4.89049103
Mexico,1999,MEX,5.10181031
Mexico,2000,MEX,5.07094825
Mexico,2001,MEX,5.44570712
Mexico,2002,MEX,5.61936697
Mexico,2003,MEX,5.78215161
Mexico,2004,MEX,5.97577052
Mexico,2005,MEX,5.87127868
Mexico,2006,MEX,5.68437091
Mexico,2007,MEX,5.77787042
Mexico,2008,MEX,5.8395256
Mexico,2009,MEX,6.42539388
Mexico,2010,MEX,6.3298523
Mexico,2011,MEX,5.96688777
Mexico,2012,MEX,6.10356248
Mexico,2013,MEX,6.23791555
Micronesia,1995,FSM,9.13020465
Micronesia,1996,FSM,8.60682735
Micronesia,1997,FSM,7.75966516
Micronesia,1998,FSM,6.95514151
Micronesia,1999,FSM,7.55845867
Micronesia,2000,FSM,7.82725199
Micronesia,2001,FSM,8.47916013
Micronesia,2002,FSM,7.87478289
Micronesia,2003,FSM,9.51564162
Micronesia,2004,FSM,10.36000711
Micronesia,2005,FSM,12.11948535
Micronesia,2006,FSM,11.9245252
Micronesia,2007,FSM,11.99534944
Micronesia,2008,FSM,12.92532572
Micronesia,2009,FSM,13.4205063
Micronesia,2010,FSM,13.83144119
Micronesia,2011,FSM,13.71187398
Micronesia,2012,FSM,12.80810584
Micronesia,2013,FSM,12.59383638
Moldova,1995,MDA,9.05333139
Moldova,1996,MDA,10.26953654
Moldova,1997,MDA,9.45390351
Moldova,1998,MDA,7.68945206
Moldova,1999,MDA,5.88790955
Moldova,2000,MDA,6.65259424
Moldova,2001,MDA,14.55991694
Moldova,2002,MDA,11.69560205
Moldova,2003,MDA,9.74223267
Moldova,2004,MDA,8.48542474
Moldova,2005,MDA,9.15335338
Moldova,2006,MDA,10.62517259
Moldova,2007,MDA,10.88467452
Moldova,2008,MDA,11.41298582
Moldova,2009,MDA,12.48972121
Moldova,2010,MDA,11.67698407
Moldova,2011,MDA,11.35639336
Moldova,2012,MDA,11.7836972
Moldova,2013,MDA,11.80154622
Monaco,1995,MCO,3.08525071
Monaco,1996,MCO,3.02406078
Monaco,1997,MCO,3.17080954
Monaco,1998,MCO,3.12540444
Monaco,1999,MCO,3.41087081
Monaco,2000,MCO,3.29179842
Monaco,2001,MCO,3.33627583
Monaco,2002,MCO,3.39768909
Monaco,2003,MCO,3.93329579
Monaco,2004,MCO,4.03375315
Monaco,2005,MCO,4.00135654
Monaco,2006,MCO,3.81939854
Monaco,2007,MCO,3.38020064
Monaco,2008,MCO,3.63658084
Monaco,2009,MCO,4.29841038
Monaco,2010,MCO,4.40094704
Monaco,2011,MCO,4.19363333
Monaco,2012,MCO,4.29369085
Monaco,2013,MCO,4.03215711
Mongolia,1995,MNG,3.15031319
Mongolia,1996,MNG,3.54763188
Mongolia,1997,MNG,3.64606856
Mongolia,1998,MNG,4.03809257
Mongolia,1999,MNG,4.03818511
Mongolia,2000,MNG,4.66012718
Mongolia,2001,MNG,4.61593935
Mongolia,2002,MNG,4.8142928
Mongolia,2003,MNG,7.37547581
Mongolia,2004,MNG,6.99553707
Mongolia,2005,MNG,5.98624578
Mongolia,2006,MNG,5.36749318
Mongolia,2007,MNG,5.68590481
Mongolia,2008,MNG,6.35559098
Mongolia,2009,MNG,6.44438699
Mongolia,2010,MNG,6.26546921
Mongolia,2011,MNG,5.97075078
Mongolia,2012,MNG,6.28391586
Mongolia,2013,MNG,6.00926565
Montenegro,1995,MNE,7.42111587
Montenegro,1996,MNE,7.43548477
Montenegro,1997,MNE,7.40607305
Montenegro,1998,MNE,7.4217898
Montenegro,1999,MNE,7.47859145
Montenegro,2000,MNE,7.3178379
Montenegro,2001,MNE,8.22922985
Montenegro,2002,MNE,8.33068982
Montenegro,2003,MNE,8.91055758
Montenegro,2004,MNE,8.44831694
Montenegro,2005,MNE,8.46232483
Montenegro,2006,MNE,8.01219061
Montenegro,2007,MNE,6.74224311
Montenegro,2008,MNE,6.13380105
Montenegro,2009,MNE,6.07481759
Montenegro,2010,MNE,6.90180433
Montenegro,2011,MNE,6.924836
Montenegro,2012,MNE,7.2473971
Montenegro,2013,MNE,6.48702066
Morocco,1995,MAR,3.90829877
Morocco,1996,MAR,3.84491674
Morocco,1997,MAR,4.09068079
Morocco,1998,MAR,3.86563515
Morocco,1999,MAR,3.98521459
Morocco,2000,MAR,4.1805133
Morocco,2001,MAR,4.4385331
Morocco,2002,MAR,5.30833933
Morocco,2003,MAR,5.25177742
Morocco,2004,MAR,5.21554804
Morocco,2005,MAR,5.05803376
Morocco,2006,MAR,5.23396796
Morocco,2007,MAR,5.47518256
Morocco,2008,MAR,5.41598952
Morocco,2009,MAR,5.66658598
Morocco,2010,MAR,5.85885463
Morocco,2011,MAR,5.98875179
Morocco,2012,MAR,6.13760422
Morocco,2013,MAR,6.01454986
Mozambique,1995,MOZ,5.29972329
Mozambique,1996,MOZ,4.28251783
Mozambique,1997,MOZ,4.63095397
Mozambique,1998,MOZ,4.52070796
Mozambique,1999,MOZ,5.28541777
Mozambique,2000,MOZ,6.16162092
Mozambique,2001,MOZ,5.64277897
Mozambique,2002,MOZ,6.44871089
Mozambique,2003,MOZ,6.3923101
Mozambique,2004,MOZ,5.91276381
Mozambique,2005,MOZ,6.86781935
Mozambique,2006,MOZ,6.51279795
Mozambique,2007,MOZ,5.95871397
Mozambique,2008,MOZ,5.49290681
Mozambique,2009,MOZ,6.02717236
Mozambique,2010,MOZ,5.97917649
Mozambique,2011,MOZ,6.57953179
Mozambique,2012,MOZ,5.83928371
Mozambique,2013,MOZ,6.78956971
Myanmar,1995,MMR,2.13968736
Myanmar,1996,MMR,2.11617213
Myanmar,1997,MMR,1.8191146
Myanmar,1998,MMR,1.83344308
Myanmar,1999,MMR,1.79505278
Myanmar,2000,MMR,2.11967972
Myanmar,2001,MMR,2.07779574
Myanmar,2002,MMR,2.3661962
Myanmar,2003,MMR,2.26915075
Myanmar,2004,MMR,2.27194628
Myanmar,2005,MMR,2.11196226
Myanmar,2006,MMR,2.04999995
Myanmar,2007,MMR,1.94407021
Myanmar,2008,MMR,2.03275937
Myanmar,2009,MMR,2.11005186
Myanmar,2010,MMR,1.92028227
Myanmar,2011,MMR,1.8300352
Myanmar,2012,MMR,1.78585808
Myanmar,2013,MMR,1.77013911
Namibia,1995,NAM,6.20761231
Namibia,1996,NAM,6.57743022
Namibia,1997,NAM,6.84305465
Namibia,1998,NAM,6.83677463
Namibia,1999,NAM,6.97096872
Namibia,2000,NAM,6.11401617
Namibia,2001,NAM,6.17906153
Namibia,2002,NAM,6.16746382
Namibia,2003,NAM,6.52403029
Namibia,2004,NAM,6.47197619
Namibia,2005,NAM,7.31871061
Namibia,2006,NAM,7.19928741
Namibia,2007,NAM,6.91794598
Namibia,2008,NAM,7.12398306
Namibia,2009,NAM,8.14312925
Namibia,2010,NAM,7.95665298
Namibia,2011,NAM,8.5805192
Namibia,2012,NAM,7.95498088
Namibia,2013,NAM,7.73747499
Nepal,1995,NPL,5.31416561
Nepal,1996,NPL,5.41855
Nepal,1997,NPL,5.49900875
Nepal,1998,NPL,6.61012007
Nepal,1999,NPL,5.87262507
Nepal,2000,NPL,5.40430623
Nepal,2001,NPL,5.32698671
Nepal,2002,NPL,5.56558698
Nepal,2003,NPL,5.44368952
Nepal,2004,NPL,5.77452516
Nepal,2005,NPL,5.72269632
Nepal,2006,NPL,5.6296332
Nepal,2007,NPL,5.51278546
Nepal,2008,NPL,6.08539045
Nepal,2009,NPL,5.98400167
Nepal,2010,NPL,5.86531086
Nepal,2011,NPL,6.09078003
Nepal,2012,NPL,5.49463644
Nepal,2013,NPL,5.99774402
Netherlands,1995,NLD,8.32725418
Netherlands,1996,NLD,8.21148406
