Entity,Year,Country code,"Health Expenditure, as % of national GDP"
Afghanistan,2002,AFG,8.1883526
Afghanistan,2003,AFG,9.30019842
Afghanistan,2004,AFG,9.24774288
Afghanistan,2005,AFG,8.75306857
Afghanistan,2006,AFG,8.5828413
Afghanistan,2007,AFG,8.41888586
Afghanistan,2008,AFG,9.60961025
Afghanistan,2009,AFG,8.48382362
Afghanistan,2010,AFG,8.45631755
Afghanistan,2011,AFG,8.06515515
Afghanistan,2012,AFG,8.47919927
Afghanistan,2013,AFG,8.09959347
Albania,1995,ALB,9.55671263
Albania,1996,ALB,7.43197435
Albania,1997,ALB,7.56809993
Albania,1998,ALB,6.94329921
Albania,1999,ALB,6.86818989
Albania,2000,ALB,6.2559844
Albania,2001,ALB,6.00014389
Albania,2002,ALB,6.48169625
Albania,2003,ALB,6.26700723
Albania,2004,ALB,6.38156698
Albania,2005,ALB,6.11598197
Albania,2006,ALB,5.86037319
Albania,2007,ALB,6.10526057
Albania,2008,ALB,5.86941583
Albania,2009,ALB,5.79133716
Albania,2010,ALB,5.33503467
Albania,2011,ALB,5.71466404
Albania,2012,ALB,5.62743862
Albania,2013,ALB,5.88232793
Algeria,1995,DZA,3.70152453
Algeria,1996,DZA,3.34906968
Algeria,1997,DZA,3.59465773
Algeria,1998,DZA,3.59408178
Algeria,1999,DZA,3.43391495
Algeria,2000,DZA,3.48902094
Algeria,2001,DZA,3.83786516
Algeria,2002,DZA,3.73006375
Algeria,2003,DZA,3.60102674
Algeria,2004,DZA,3.54406326
Algeria,2005,DZA,3.23516801
Algeria,2006,DZA,3.35511843
Algeria,2007,DZA,3.82141191
Algeria,2008,DZA,4.20191141
Algeria,2009,DZA,5.17626836
Algeria,2010,DZA,4.82425417
Algeria,2011,DZA,5.13638161
Algeria,2012,DZA,6.00727769
Algeria,2013,DZA,6.63502639
Andorra,1995,AND,6.04159589
Andorra,1996,AND,6.34820444
Andorra,1997,AND,6.34619618
Andorra,1998,AND,7.7856654
Andorra,1999,AND,5.81291759
Andorra,2000,AND,5.99720702
Andorra,2001,AND,5.74884724
Andorra,2002,AND,5.97846655
Andorra,2003,AND,5.7793529
Andorra,2004,AND,5.7169139
Andorra,2005,AND,5.75163479
Andorra,2006,AND,5.99685696
Andorra,2007,AND,6.10248475
Andorra,2008,AND,6.09609022
Andorra,2009,AND,6.07707918
Andorra,2010,AND,7.2786713
Andorra,2011,AND,7.51231234
Andorra,2012,AND,8.3020192
Andorra,2013,AND,8.07364602
Angola,1995,AGO,4.83242679
Angola,1996,AGO,3.44775012
Angola,1997,AGO,4.57851056
Angola,1998,AGO,4.7045351
Angola,1999,AGO,4.10987898
Angola,2000,AGO,3.3906891
Angola,2001,AGO,5.82113343
Angola,2002,AGO,4.36041309
Angola,2003,AGO,4.93052307
Angola,2004,AGO,5.12110974
Angola,2005,AGO,4.15800412
Angola,2006,AGO,4.54243614
Angola,2007,AGO,3.3831109
Angola,2008,AGO,3.84493151
Angola,2009,AGO,4.37059617
Angola,2010,AGO,3.40825834
Angola,2011,AGO,3.44237596
Angola,2012,AGO,3.47405127
Angola,2013,AGO,3.79896714
Antigua and Barbuda,1995,ATG,4.92419784
Antigua and Barbuda,1996,ATG,4.6632626
Antigua and Barbuda,1997,ATG,4.68195322
Antigua and Barbuda,1998,ATG,4.65400341
Antigua and Barbuda,1999,ATG,3.98505384
Antigua and Barbuda,2000,ATG,4.15570907
Antigua and Barbuda,2001,ATG,4.52040609
Antigua and Barbuda,2002,ATG,4.33842343
Antigua and Barbuda,2003,ATG,4.39669651
Antigua and Barbuda,2004,ATG,4.26065458
Antigua and Barbuda,2005,ATG,4.45380159
Antigua and Barbuda,2006,ATG,4.34016587
Antigua and Barbuda,2007,ATG,4.33641689
Antigua and Barbuda,2008,ATG,4.73297674
Antigua and Barbuda,2009,ATG,4.90132682
Antigua and Barbuda,2010,ATG,5.63709144
Antigua and Barbuda,2011,ATG,5.65964643
Antigua and Barbuda,2012,ATG,5.4223434
Antigua and Barbuda,2013,ATG,4.8666751
Argentina,1995,ARG,8.31099274
Argentina,1996,ARG,8.02499359
Argentina,1997,ARG,8.36136161
Argentina,1998,ARG,8.53592553
Argentina,1999,ARG,9.35514932
Argentina,2000,ARG,9.21275669
Argentina,2001,ARG,9.37589012
Argentina,2002,ARG,8.31392968
Argentina,2003,ARG,8.21606274
Argentina,2004,ARG,6.84056093
Argentina,2005,ARG,6.84561938
Argentina,2006,ARG,6.68187053
Argentina,2007,ARG,6.49458405
Argentina,2008,ARG,6.66371839
Argentina,2009,ARG,7.63475841
Argentina,2010,ARG,6.55366875
Argentina,2011,ARG,6.3223026
Argentina,2012,ARG,6.75251249
Argentina,2013,ARG,7.27711746
Armenia,1995,ARM,6.41873606
Armenia,1996,ARM,5.7907572
Armenia,1997,ARM,5.76758904
Armenia,1998,ARM,5.75617179
Armenia,1999,ARM,5.68179057
Armenia,2000,ARM,6.25348348
Armenia,2001,ARM,5.94041648
Armenia,2002,ARM,5.40041921
Armenia,2003,ARM,5.56388068
Armenia,2004,ARM,5.50118169
Armenia,2005,ARM,5.25211644
Armenia,2006,ARM,4.57775072
Armenia,2007,ARM,4.30883082
Armenia,2008,ARM,3.79932298
Armenia,2009,ARM,4.54532196
Armenia,2010,ARM,4.56225906
Armenia,2011,ARM,3.71354491
Armenia,2012,ARM,4.48215825
Armenia,2013,ARM,4.51975354
Australia,1995,AUS,7.25666298
Australia,1996,AUS,7.43975994
Australia,1997,AUS,7.49551
Australia,1998,AUS,7.65924442
Australia,1999,AUS,7.7856115
Australia,2000,AUS,8.06789426
Australia,2001,AUS,8.17470816
Australia,2002,AUS,8.38662628
Australia,2003,AUS,8.31452343
Australia,2004,AUS,8.57031529
Australia,2005,AUS,8.45097932
Australia,2006,AUS,8.48707508
Australia,2007,AUS,8.52679567
Australia,2008,AUS,8.77944854
Australia,2009,AUS,9.04188995
Australia,2010,AUS,9.02292419
Australia,2011,AUS,9.21146113
Australia,2012,AUS,9.35603797
Australia,2013,AUS,9.4353552
Austria,1995,AUT,9.58176257
Austria,1996,AUT,9.5332026
Austria,1997,AUT,9.81247771
Austria,1998,AUT,9.97160191
Austria,1999,AUT,10.15828794
Austria,2000,AUT,10.02436017
Austria,2001,AUT,10.0936702
Austria,2002,AUT,10.12228748
Austria,2003,AUT,10.30353387
Austria,2004,AUT,10.42830237
Austria,2005,AUT,10.41869909
Austria,2006,AUT,10.21766119
Austria,2007,AUT,10.2616829
Austria,2008,AUT,10.48960855
Austria,2009,AUT,11.16982407
Austria,2010,AUT,11.12956048
Austria,2011,AUT,10.87288757
Austria,2012,AUT,11.09671602
Austria,2013,AUT,11.03413396
Azerbaijan,1995,AZE,5.79187601
Azerbaijan,1996,AZE,6.12391391
Azerbaijan,1997,AZE,5.45197597
Azerbaijan,1998,AZE,5.43466004
Azerbaijan,1999,AZE,5.35714447
Azerbaijan,2000,AZE,4.67081301
Azerbaijan,2001,AZE,4.48244097
Azerbaijan,2002,AZE,4.46710558
Azerbaijan,2003,AZE,6.56328804
Azerbaijan,2004,AZE,7.92454395
Azerbaijan,2005,AZE,7.86329594
Azerbaijan,2006,AZE,6.16806759
Azerbaijan,2007,AZE,5.09525293
Azerbaijan,2008,AZE,4.37406647
Azerbaijan,2009,AZE,5.85024048
Azerbaijan,2010,AZE,5.3336001
Azerbaijan,2011,AZE,5.00932503
Azerbaijan,2012,AZE,5.36689762
Azerbaijan,2013,AZE,5.57973455
Bahamas,1995,BHS,6.8503937
Bahamas,1996,BHS,6.91604323
Bahamas,1997,BHS,5.55011883
Bahamas,1998,BHS,5.58609619
Bahamas,1999,BHS,5.23029011
Bahamas,2000,BHS,5.20817529
Bahamas,2001,BHS,5.14618628
Bahamas,2002,BHS,5.25568411
Bahamas,2003,BHS,5.6180021
Bahamas,2004,BHS,6.02453452
Bahamas,2005,BHS,5.95416502
Bahamas,2006,BHS,6.93251788
Bahamas,2007,BHS,7.07559268
Bahamas,2008,BHS,7.3029743
Bahamas,2009,BHS,7.4319201
Bahamas,2010,BHS,7.41195275
Bahamas,2011,BHS,7.63004681
Bahamas,2012,BHS,7.32309635
Bahamas,2013,BHS,7.26347831
Bahrain,1995,BHR,4.17086358
Bahrain,1996,BHR,4.088809
Bahrain,1997,BHR,4.41781354
Bahrain,1998,BHR,4.31762161
Bahrain,1999,BHR,4.18888166
Bahrain,2000,BHR,3.50894526
Bahrain,2001,BHR,3.79529569
Bahrain,2002,BHR,3.89411557
Bahrain,2003,BHR,3.73970832
Bahrain,2004,BHR,3.9396615
Bahrain,2005,BHR,3.7446223
Bahrain,2006,BHR,3.59210794
Bahrain,2007,BHR,3.61958389
Bahrain,2008,BHR,4.09903913
Bahrain,2009,BHR,4.49352437
Bahrain,2010,BHR,4.26494156
Bahrain,2011,BHR,3.83254215
Bahrain,2012,BHR,4.44409743
Bahrain,2013,BHR,4.87498808
Bangladesh,1995,BGD,3.51985277
Bangladesh,1996,BGD,3.45994251
Bangladesh,1997,BGD,2.56535714
Bangladesh,1998,BGD,2.55280633
Bangladesh,1999,BGD,2.57304261
Bangladesh,2000,BGD,2.63507469
Bangladesh,2001,BGD,2.83809591
Bangladesh,2002,BGD,2.98271602
Bangladesh,2003,BGD,2.90868557
Bangladesh,2004,BGD,3.01076573
Bangladesh,2005,BGD,3.08433075
Bangladesh,2006,BGD,3.24425423
Bangladesh,2007,BGD,3.25702272
Bangladesh,2008,BGD,3.27840887
Bangladesh,2009,BGD,3.33638909
Bangladesh,2010,BGD,3.51898097
Bangladesh,2011,BGD,3.62765503
Bangladesh,2012,BGD,3.54078685
Bangladesh,2013,BGD,3.72747769
Barbados,1995,BRB,5.21222112
Barbados,1996,BRB,5.06553288
Barbados,1997,BRB,5.10668175
Barbados,1998,BRB,4.8775902
Barbados,1999,BRB,5.01105957
Barbados,2000,BRB,5.15515307
Barbados,2001,BRB,5.47182997
Barbados,2002,BRB,5.76189211
Barbados,2003,BRB,5.81503159
Barbados,2004,BRB,5.71254394
Barbados,2005,BRB,5.3776854
Barbados,2006,BRB,5.26188481
Barbados,2007,BRB,5.67998648
Barbados,2008,BRB,6.08574949
Barbados,2009,BRB,6.22661892
Barbados,2010,BRB,6.18540974
Barbados,2011,BRB,6.48569109
Barbados,2012,BRB,6.76495417
Barbados,2013,BRB,6.78083538
Belarus,1995,BLR,6.74025354
Belarus,1996,BLR,6.23562466
Belarus,1997,BLR,6.59252515
Belarus,1998,BLR,5.95665774
Belarus,1999,BLR,6.16338326
Belarus,2000,BLR,6.12884845
Belarus,2001,BLR,6.62474592
Belarus,2002,BLR,6.47012421
Belarus,2003,BLR,6.58928033
Belarus,2004,BLR,6.58678934
Belarus,2005,BLR,6.88634578
Belarus,2006,BLR,6.33679836
Belarus,2007,BLR,6.43772648
Belarus,2008,BLR,5.94918911
Belarus,2009,BLR,6.08504168
Belarus,2010,BLR,5.55420409
Belarus,2011,BLR,4.92365904
Belarus,2012,BLR,5.00822363
Belarus,2013,BLR,6.06795585
Belgium,1995,BEL,7.61132513
Belgium,1996,BEL,7.91027712
Belgium,1997,BEL,7.76548243
Belgium,1998,BEL,7.88649843
Belgium,1999,BEL,8.07696011
Belgium,2000,BEL,8.12059728
Belgium,2001,BEL,8.29205205
Belgium,2002,BEL,8.46176755
Belgium,2003,BEL,9.6473704
Belgium,2004,BEL,9.67511494
Belgium,2005,BEL,9.64719859
Belgium,2006,BEL,9.58087698
Belgium,2007,BEL,9.62370552
Belgium,2008,BEL,9.94279649
Belgium,2009,BEL,10.6547246
Belgium,2010,BEL,10.55767373
Belgium,2011,BEL,10.61066979
Belgium,2012,BEL,10.89437922
Belgium,2013,BEL,11.18613504
Belize,1995,BLZ,4.24572927
Belize,1996,BLZ,3.63095929
Belize,1997,BLZ,3.91983495
Belize,1998,BLZ,3.7958251
Belize,1999,BLZ,3.66661215
Belize,2000,BLZ,3.97584438
Belize,2001,BLZ,4.50211685
Belize,2002,BLZ,4.37894298
Belize,2003,BLZ,4.53252298
Belize,2004,BLZ,4.39215195
Belize,2005,BLZ,4.4523771
Belize,2006,BLZ,4.4003128
Belize,2007,BLZ,4.7603524
Belize,2008,BLZ,5.09051303
Belize,2009,BLZ,5.79388813
Belize,2010,BLZ,5.84005216
Belize,2011,BLZ,5.59771286
Belize,2012,BLZ,5.34689984
Belize,2013,BLZ,5.42826329
Benin,1995,BEN,4.69268216
Benin,1996,BEN,4.58649677
Benin,1997,BEN,4.31179803
Benin,1998,BEN,4.38570981
Benin,1999,BEN,4.58684538
Benin,2000,BEN,4.33873071
Benin,2001,BEN,4.68672761
Benin,2002,BEN,4.27443185
Benin,2003,BEN,4.63066141
Benin,2004,BEN,4.56185469
Benin,2005,BEN,4.73384847
Benin,2006,BEN,4.75046608
Benin,2007,BEN,4.55045989
Benin,2008,BEN,4.19557811
Benin,2009,BEN,4.42131752
Benin,2010,BEN,4.68986697
Benin,2011,BEN,4.91957996
Benin,2012,BEN,4.96568358
Benin,2013,BEN,4.55973765
Bhutan,1995,BTN,3.83730574
Bhutan,1996,BTN,6.16432645
Bhutan,1997,BTN,7.16420582
Bhutan,1998,BTN,7.04393163
Bhutan,1999,BTN,6.74038946
Bhutan,2000,BTN,6.71818748
Bhutan,2001,BTN,6.18539493
Bhutan,2002,BTN,7.88377977
Bhutan,2003,BTN,5.05864446
Bhutan,2004,BTN,4.40750008
Bhutan,2005,BTN,5.28016742
Bhutan,2006,BTN,5.26855265
Bhutan,2007,BTN,5.87931199
Bhutan,2008,BTN,6.2920885
Bhutan,2009,BTN,5.58170816
Bhutan,2010,BTN,5.17305548
Bhutan,2011,BTN,4.75338464
Bhutan,2012,BTN,3.60648358
Bhutan,2013,BTN,3.59228288
Bolivia,1995,BOL,4.46997796
Bolivia,1996,BOL,4.62820984
Bolivia,1997,BOL,4.42171318
Bolivia,1998,BOL,5.10001351
Bolivia,1999,BOL,6.19650543
Bolivia,2000,BOL,6.07566266
Bolivia,2001,BOL,6.31154371
Bolivia,2002,BOL,6.52937179
Bolivia,2003,BOL,5.57003585
Bolivia,2004,BOL,5.33621631
Bolivia,2005,BOL,5.57983253
Bolivia,2006,BOL,4.79771748
Bolivia,2007,BOL,4.69560083
Bolivia,2008,BOL,4.93074356
Bolivia,2009,BOL,5.76479721
Bolivia,2010,BOL,5.46985961
Bolivia,2011,BOL,4.97586477
Bolivia,2012,BOL,5.7748552
Bolivia,2013,BOL,6.0650518
Bosnia and Herzegovina,1995,BIH,8.96587612
Bosnia and Herzegovina,1996,BIH,10.22733668
Bosnia and Herzegovina,1997,BIH,7.97893258
Bosnia and Herzegovina,1998,BIH,7.99751529
Bosnia and Herzegovina,1999,BIH,8.89631094
Bosnia and Herzegovina,2000,BIH,7.1391537
Bosnia and Herzegovina,2001,BIH,7.24244963
Bosnia and Herzegovina,2002,BIH,7.07111592
Bosnia and Herzegovina,2003,BIH,7.99144171
Bosnia and Herzegovina,2004,BIH,9.0438333
Bosnia and Herzegovina,2005,BIH,8.71078832
Bosnia and Herzegovina,2006,BIH,8.51994508
Bosnia and Herzegovina,2007,BIH,8.55332087
Bosnia and Herzegovina,2008,BIH,8.76122254
Bosnia and Herzegovina,2009,BIH,9.82851971
Bosnia and Herzegovina,2010,BIH,9.75850149
Bosnia and Herzegovina,2011,BIH,9.87784245
Bosnia and Herzegovina,2012,BIH,10.1170436
Bosnia and Herzegovina,2013,BIH,9.62599669
Botswana,1995,BWA,4.18872279
Botswana,1996,BWA,4.14933234
Botswana,1997,BWA,4.41406895
Botswana,1998,BWA,3.96278226
Botswana,1999,BWA,3.84731459
Botswana,2000,BWA,4.73767285
Botswana,2001,BWA,5.17403946
Botswana,2002,BWA,5.7210222
Botswana,2003,BWA,4.30510913
Botswana,2004,BWA,4.94125344
Botswana,2005,BWA,5.62370393
Botswana,2006,BWA,4.92954437
Botswana,2007,BWA,4.71308553
Botswana,2008,BWA,5.34315601
Botswana,2009,BWA,6.14250169
Botswana,2010,BWA,5.64268375
Botswana,2011,BWA,5.24915726
Botswana,2012,BWA,5.53536324
Botswana,2013,BWA,5.42946713
Brazil,1995,BRA,6.65233539
Brazil,1996,BRA,6.84886222
Brazil,1997,BRA,6.80873175
Brazil,1998,BRA,6.73858034
Brazil,1999,BRA,7.0868891
Brazil,2000,BRA,7.16416105
Brazil,2001,BRA,7.26895808
Brazil,2002,BRA,7.19452275
Brazil,2003,BRA,7.02514253
Brazil,2004,BRA,7.13057282
Brazil,2005,BRA,8.36133828
Brazil,2006,BRA,8.49788751
Brazil,2007,BRA,8.45697079
Brazil,2008,BRA,8.44263776
Brazil,2009,BRA,8.88610991
Brazil,2010,BRA,9.00821164
Brazil,2011,BRA,9.17399884
Brazil,2012,BRA,9.52283808
Brazil,2013,BRA,9.67087495
Brunei,1995,BRN,2.94670073
Brunei,1996,BRN,3.70512633
Brunei,1997,BRN,3.71657997
Brunei,1998,BRN,4.4339233
Brunei,1999,BRN,4.09413877
Brunei,2000,BRN,3.00454621
Brunei,2001,BRN,3.1787238
Brunei,2002,BRN,3.11739947
Brunei,2003,BRN,3.10014097
Brunei,2004,BRN,3.01491426
Brunei,2005,BRN,2.5909625
Brunei,2006,BRN,2.22224399
Brunei,2007,BRN,2.29884374
Brunei,2008,BRN,2.21212225
Brunei,2009,BRN,2.81601903
Brunei,2010,BRN,2.73318412
Brunei,2011,BRN,2.24589933
Brunei,2012,BRN,2.30069058
Brunei,2013,BRN,2.52461127
Bulgaria,1995,BGR,5.24923112
Bulgaria,1996,BGR,5.2
Bulgaria,1997,BGR,5.28038986
Bulgaria,1998,BGR,5.23019176
Bulgaria,1999,BGR,5.97382083
Bulgaria,2000,BGR,6.18446131
Bulgaria,2001,BGR,7.37359772
Bulgaria,2002,BGR,7.58273876
Bulgaria,2003,BGR,7.58101299
Bulgaria,2004,BGR,7.31335439
Bulgaria,2005,BGR,7.30680374
Bulgaria,2006,BGR,6.89356566
Bulgaria,2007,BGR,6.81355363
Bulgaria,2008,BGR,6.9741078
Bulgaria,2009,BGR,7.22684188
Bulgaria,2010,BGR,7.58041843
Bulgaria,2011,BGR,7.35314408
Bulgaria,2012,BGR,7.42002923
Bulgaria,2013,BGR,7.62626857
Burkina Faso,1995,BFA,4.3020645
Burkina Faso,1996,BFA,4.5185307
Burkina Faso,1997,BFA,4.53355274
Burkina Faso,1998,BFA,4.68279738
Burkina Faso,1999,BFA,5.26499091
Burkina Faso,2000,BFA,5.13142499
Burkina Faso,2001,BFA,4.93974364
Burkina Faso,2002,BFA,5.01066447
Burkina Faso,2003,BFA,5.52342011
Burkina Faso,2004,BFA,6.11149319
Burkina Faso,2005,BFA,6.87428915
Burkina Faso,2006,BFA,7.36714503
Burkina Faso,2007,BFA,7.65176196
Burkina Faso,2008,BFA,6.78390714
Burkina Faso,2009,BFA,7.42401067
Burkina Faso,2010,BFA,7.15984382
Burkina Faso,2011,BFA,6.43375135
Burkina Faso,2012,BFA,6.13597067
Burkina Faso,2013,BFA,6.40730513
Burundi,1995,BDI,5.45877158
Burundi,1996,BDI,5.41273904
Burundi,1997,BDI,5.00773218
Burundi,1998,BDI,5.74008165
Burundi,1999,BDI,5.59712588
Burundi,2000,BDI,6.2999267
Burundi,2001,BDI,6.76648528
Burundi,2002,BDI,7.07511723
Burundi,2003,BDI,7.14754325
Burundi,2004,BDI,9.72013011
Burundi,2005,BDI,10.10329961
Burundi,2006,BDI,11.59093133
Burundi,2007,BDI,10.02676743
Burundi,2008,BDI,7.85946357
Burundi,2009,BDI,6.96418727
Burundi,2010,BDI,8.82066864
Burundi,2011,BDI,8.58207122
Burundi,2012,BDI,8.20498282
Burundi,2013,BDI,8.01771651
Cambodia,1995,KHM,5.3065952
Cambodia,1996,KHM,7.21105848
Cambodia,1997,KHM,6.30104078
Cambodia,1998,KHM,5.92572616
Cambodia,1999,KHM,5.53905311
Cambodia,2000,KHM,5.82025253
Cambodia,2001,KHM,5.65799977
Cambodia,2002,KHM,5.90654592
Cambodia,2003,KHM,6.68653353
Cambodia,2004,KHM,6.33979165
Cambodia,2005,KHM,5.76652363
Cambodia,2006,KHM,4.19548631
Cambodia,2007,KHM,3.48655038
Cambodia,2008,KHM,5.45994986
Cambodia,2009,KHM,6.260039
Cambodia,2010,KHM,5.82000183
Cambodia,2011,KHM,5.55971631
Cambodia,2012,KHM,7.34787673
Cambodia,2013,KHM,7.51883297
Cameroon,1995,CMR,3.86124335
Cameroon,1996,CMR,5.16753583
Cameroon,1997,CMR,4.6446831
Cameroon,1998,CMR,4.42319
Cameroon,1999,CMR,4.4340098
Cameroon,2000,CMR,4.44519015
Cameroon,2001,CMR,4.66638113
Cameroon,2002,CMR,4.82878597
Cameroon,2003,CMR,4.92535467
Cameroon,2004,CMR,4.63286837
Cameroon,2005,CMR,4.87616046
Cameroon,2006,CMR,4.77436657
Cameroon,2007,CMR,4.70890098
Cameroon,2008,CMR,4.98223077
Cameroon,2009,CMR,5.10721625
Cameroon,2010,CMR,5.25531063
Cameroon,2011,CMR,5.32933708
Cameroon,2012,CMR,5.00631356
Cameroon,2013,CMR,5.10627758
Canada,1995,CAN,8.86134865
Canada,1996,CAN,8.63665607
Canada,1997,CAN,8.60408836
Canada,1998,CAN,8.82742109
Canada,1999,CAN,8.72990972
Canada,2000,CAN,8.66856152
Canada,2001,CAN,9.09586934
Canada,2002,CAN,9.36996101
Canada,2003,CAN,9.54031488
Canada,2004,CAN,9.55593921
Canada,2005,CAN,9.57259886
Canada,2006,CAN,9.71744281
Canada,2007,CAN,9.79382663
Canada,2008,CAN,9.98856148
Canada,2009,CAN,11.12263099
Canada,2010,CAN,11.11280749
Canada,2011,CAN,10.93981888
Canada,2012,CAN,10.9285189
Canada,2013,CAN,10.86069579
Cape Verde,1995,CPV,5.28728442
Cape Verde,1996,CPV,4.82373976
Cape Verde,1997,CPV,4.73245519
Cape Verde,1998,CPV,5.23817847
Cape Verde,1999,CPV,4.64854913
Cape Verde,2000,CPV,4.81197137
Cape Verde,2001,CPV,5.18842561
Cape Verde,2002,CPV,5.17292778
Cape Verde,2003,CPV,4.99736722
Cape Verde,2004,CPV,5.06127652
Cape Verde,2005,CPV,4.85837167
Cape Verde,2006,CPV,5.11488034
Cape Verde,2007,CPV,4.30181632
Cape Verde,2008,CPV,3.96261016
Cape Verde,2009,CPV,4.24249163
Cape Verde,2010,CPV,4.84668288
Cape Verde,2011,CPV,4.6030394
Cape Verde,2012,CPV,4.59506368
Cape Verde,2013,CPV,4.35316076
Central African Republic,1995,CAF,3.88625425
Central African Republic,1996,CAF,3.98468748
Central African Republic,1997,CAF,3.90577687
Central African Republic,1998,CAF,3.7668952
Central African Republic,1999,CAF,4.12340104
Central African Republic,2000,CAF,4.283569
Central African Republic,2001,CAF,3.98545859
Central African Republic,2002,CAF,4.2057845
Central African Republic,2003,CAF,4.36058735
Central African Republic,2004,CAF,4.13592335
Central African Republic,2005,CAF,4.3534172
Central African Republic,2006,CAF,4.03481925
Central African Republic,2007,CAF,4.30854421
Central African Republic,2008,CAF,4.30491314
Central African Republic,2009,CAF,3.57683853
Central African Republic,2010,CAF,3.89138103
Central African Republic,2011,CAF,3.79407716
Central African Republic,2012,CAF,3.75905101
Central African Republic,2013,CAF,3.91753254
Chad,1995,TCD,5.7786033
Chad,1996,TCD,5.49120459
Chad,1997,TCD,5.54344972
Chad,1998,TCD,5.41150051
Chad,1999,TCD,5.8664633
Chad,2000,TCD,6.27665152
Chad,2001,TCD,6.02437653
Chad,2002,TCD,8.0087553
Chad,2003,TCD,5.77983885
Chad,2004,TCD,5.58604425
Chad,2005,TCD,4.22624962
Chad,2006,TCD,4.04332392
Chad,2007,TCD,3.67392164
Chad,2008,TCD,3.21889763
Chad,2009,TCD,3.4640762
Chad,2010,TCD,3.33421864
Chad,2011,TCD,3.89542403
Chad,2012,TCD,3.57882413
Chad,2013,TCD,3.55683574
Chile,1995,CHL,6.01468026
Chile,1996,CHL,6.45198701
Chile,1997,CHL,6.69966386
Chile,1998,CHL,7.15522614
Chile,1999,CHL,7.2704932
Chile,2000,CHL,7.21734986
Chile,2001,CHL,7.68478782
Chile,2002,CHL,7.56798249
Chile,2003,CHL,7.40048618
Chile,2004,CHL,6.9928572
Chile,2005,CHL,6.74336436
Chile,2006,CHL,6.22187128
Chile,2007,CHL,6.39646977
Chile,2008,CHL,6.90646865
Chile,2009,CHL,7.40405693
Chile,2010,CHL,7.05173745
Chile,2011,CHL,7.11656053
Chile,2012,CHL,7.32119863
Chile,2013,CHL,7.73083228
China,1995,CHN,3.54497552
China,1996,CHN,3.80661864
China,1997,CHN,4.04785992
China,1998,CHN,4.35857139
China,1999,CHN,4.51342567
China,2000,CHN,4.62293725
China,2001,CHN,4.58339533
China,2002,CHN,4.81168835
China,2003,CHN,4.84756578
China,2004,CHN,4.74754122
China,2005,CHN,4.68261231
China,2006,CHN,4.55047783
China,2007,CHN,4.35422169
China,2008,CHN,4.62859791
China,2009,CHN,5.1457217
China,2010,CHN,4.97627728
China,2011,CHN,5.14599544
China,2012,CHN,5.41301608
China,2013,CHN,5.56750228
Colombia,1995,COL,6.75685008
Colombia,1996,COL,8.16065798
Colombia,1997,COL,8.95554088
Colombia,1998,COL,8.72644583
Colombia,1999,COL,8.67189032
Colombia,2000,COL,5.90658559
Colombia,2001,COL,5.96000372
Colombia,2002,COL,5.66898945
Colombia,2003,COL,5.92269295
Colombia,2004,COL,5.37077635
Colombia,2005,COL,5.8158369
Colombia,2006,COL,6.11170444
Colombia,2007,COL,6.25336641
Colombia,2008,COL,6.61993576
Colombia,2009,COL,7.01240695
Colombia,2010,COL,6.75752472
Colombia,2011,COL,6.53834333
Colombia,2012,COL,6.82500642
Colombia,2013,COL,6.81192426
Comoros,1995,COM,4.54951605
Comoros,1996,COM,4.41521137
Comoros,1997,COM,4.42233829
Comoros,1998,COM,3.97575356
Comoros,1999,COM,3.79801102
Comoros,2000,COM,3.48074513
Comoros,2001,COM,2.83078617
Comoros,2002,COM,3.39668004
Comoros,2003,COM,3.61135891
Comoros,2004,COM,3.96101494
Comoros,2005,COM,4.28472492
Comoros,2006,COM,4.58896037
Comoros,2007,COM,4.9171413
Comoros,2008,COM,5.17397026
Comoros,2009,COM,3.81382106
Comoros,2010,COM,5.47079561
Comoros,2011,COM,5.85640493
Comoros,2012,COM,6.53624906
Comoros,2013,COM,5.75730602
Congo,1995,COG,3.16306069
Congo,1996,COG,2.86291491
Congo,1997,COG,3.09868108
Congo,1998,COG,3.73837716
Congo,1999,COG,3.06500203
Congo,2000,COG,2.12504959
Congo,2001,COG,2.43633674
Congo,2002,COG,2.45276459
Congo,2003,COG,2.61050747
Congo,2004,COG,2.55529589
Congo,2005,COG,2.42171832
Congo,2006,COG,2.3727083
Congo,2007,COG,2.53770363
Congo,2008,COG,2.08514176
Congo,2009,COG,2.26558576
Congo,2010,COG,2.29284845
Congo,2011,COG,2.79015169
Congo,2012,COG,3.97540746
Congo,2013,COG,4.12071865
Costa Rica,1995,CRI,6.51231532
Costa Rica,1996,CRI,6.65078699
Costa Rica,1997,CRI,6.35054774
Costa Rica,1998,CRI,7.10119305
Costa Rica,1999,CRI,6.83088785
Costa Rica,2000,CRI,7.07774692
Costa Rica,2001,CRI,7.11474875
Costa Rica,2002,CRI,8.03035758
Costa Rica,2003,CRI,8.09232425
Costa Rica,2004,CRI,7.79839004
Costa Rica,2005,CRI,7.73973795
Costa Rica,2006,CRI,7.8231858
Costa Rica,2007,CRI,8.36985934
Costa Rica,2008,CRI,9.00515369
Costa Rica,2009,CRI,9.68658882
Costa Rica,2010,CRI,9.65747228
Costa Rica,2011,CRI,10.16272219
Costa Rica,2012,CRI,10.0860266
Costa Rica,2013,CRI,9.86872896
