Entity,Year,Country code,Total Government Expenditure on Education
Afghanistan,2010,AFG,4.51116
Afghanistan,2011,AFG,4.08791
Afghanistan,2012,AFG,3.12561
Afghanistan,2013,AFG,4.57747
Afghanistan,2014,AFG,4.6191
Albania,1996,ALB,3.27428
Albania,1997,ALB,3.47532
Albania,1998,ALB,3.30127
Albania,1999,ALB,3.36038
Albania,2000,ALB,3.23823
Albania,2001,ALB,3.31589
Albania,2002,ALB,3.04681
Albania,2003,ALB,3.11557
Albania,2004,ALB,3.10656
Albania,2005,ALB,3.15439
Albania,2006,ALB,3.10882
Albania,2007,ALB,3.26868
Albania,2013,ALB,3.50083
Algeria,2008,DZA,4.33702
Andorra,1997,AND,3.71328
Andorra,2002,AND,1.69684
Andorra,2004,AND,1.53254
Andorra,2005,AND,1.60025
Andorra,2006,AND,2.19399
Andorra,2007,AND,2.07405
Andorra,2008,AND,2.93457
Andorra,2009,AND,3.16387
Andorra,2010,AND,3.0658
Andorra,2011,AND,3.15889
Andorra,2013,AND,2.46258
Angola,1998,AGO,2.59149
Angola,2000,AGO,2.60753
Angola,2005,AGO,2.7762
Angola,2006,AGO,2.85969
Angola,2010,AGO,3.47644
Antigua and Barbuda,1999,ATG,3.23707
Antigua and Barbuda,2002,ATG,3.44539
Antigua and Barbuda,2009,ATG,2.55447
Argentina,1996,ARG,3.73198
Argentina,1998,ARG,4.03987
Argentina,1999,ARG,4.52168
Argentina,2000,ARG,4.58031
Argentina,2001,ARG,4.83374
Argentina,2002,ARG,4.01734
Argentina,2003,ARG,3.53505
Argentina,2004,ARG,3.15654
Argentina,2005,ARG,3.47405
Argentina,2006,ARG,3.65499
Argentina,2007,ARG,3.89635
Argentina,2008,ARG,4.33782
Argentina,2009,ARG,4.89
Argentina,2010,ARG,4.60637
Argentina,2011,ARG,4.98632
Argentina,2012,ARG,5.09905
Argentina,2013,ARG,5.3441
Armenia,1996,ARM,1.84843
Armenia,1999,ARM,2.23519
Armenia,2000,ARM,2.77273
Armenia,2001,ARM,2.46944
Armenia,2002,ARM,2.13504
Armenia,2003,ARM,2.14504
Armenia,2004,ARM,2.48673
Armenia,2005,ARM,2.71203
Armenia,2006,ARM,2.71577
Armenia,2007,ARM,3.01894
Armenia,2008,ARM,3.17273
Armenia,2009,ARM,3.84079
Armenia,2010,ARM,3.249
Armenia,2011,ARM,3.14385
Armenia,2012,ARM,3.27524
Armenia,2013,ARM,2.82555
Armenia,2014,ARM,2.39756
Aruba,1998,ABW,4.76316
Aruba,1999,ABW,4.39554
Aruba,2000,ABW,4.71468
Aruba,2001,ABW,4.73949
Aruba,2002,ABW,4.92427
Aruba,2004,ABW,4.4089
Aruba,2005,ABW,4.68076
Aruba,2007,ABW,4.79918
Aruba,2008,ABW,4.91559
Aruba,2009,ABW,5.92467
Aruba,2010,ABW,6.71249
Aruba,2011,ABW,6.03687
Australia,1996,AUS,5.22949
Australia,2000,AUS,4.89425
Australia,2005,AUS,4.91079
Australia,2006,AUS,4.74288
Australia,2007,AUS,4.65902
Australia,2008,AUS,4.63339
Australia,2009,AUS,5.0942
Australia,2010,AUS,5.57355
Australia,2011,AUS,5.10608
Australia,2012,AUS,4.90641
Austria,1996,AUT,5.27168
Austria,1998,AUT,6.1199
Austria,1999,AUT,6.12533
Austria,2000,AUT,5.59957
Austria,2001,AUT,5.58635
Austria,2002,AUT,5.53269
Austria,2003,AUT,5.38187
Austria,2004,AUT,5.32094
Austria,2005,AUT,5.27148
Austria,2006,AUT,5.25293
Austria,2007,AUT,5.17663
Austria,2008,AUT,5.29698
Austria,2009,AUT,5.7674
Austria,2010,AUT,5.7332
Austria,2011,AUT,5.61861
Austria,2012,AUT,5.45065
Azerbaijan,1996,AZE,3.51252
Azerbaijan,1998,AZE,3.38
Azerbaijan,1999,AZE,4.21217
Azerbaijan,2000,AZE,3.85399
Azerbaijan,2001,AZE,3.50342
Azerbaijan,2002,AZE,3.15449
Azerbaijan,2003,AZE,3.28615
Azerbaijan,2004,AZE,3.44766
Azerbaijan,2005,AZE,2.97462
Azerbaijan,2006,AZE,2.55551
Azerbaijan,2007,AZE,2.54928
Azerbaijan,2008,AZE,2.44093
Azerbaijan,2009,AZE,3.22431
Azerbaijan,2010,AZE,2.78062
Azerbaijan,2011,AZE,2.43564
Azerbaijan,2012,AZE,2.0963
Azerbaijan,2013,AZE,2.46218
Bahamas,2000,BHS,2.84999
Bahrain,2006,BHR,2.87436
Bahrain,2007,BHR,2.575
Bahrain,2008,BHR,2.49678
Bahrain,2012,BHR,2.6447
Bangladesh,1997,BGD,1.95247
Bangladesh,1999,BGD,2.13282
Bangladesh,2000,BGD,2.12508
Bangladesh,2001,BGD,2.17193
Bangladesh,2002,BGD,2.01715
Bangladesh,2003,BGD,2.06939
Bangladesh,2004,BGD,1.94014
Bangladesh,2006,BGD,2.13129
Bangladesh,2007,BGD,2.20222
Bangladesh,2008,BGD,2.05457
Bangladesh,2009,BGD,1.93942
Bangladesh,2012,BGD,2.0458
Bangladesh,2013,BGD,1.96616
Barbados,1999,BRB,4.25458
Barbados,2000,BRB,4.62159
Barbados,2001,BRB,5.9389
Barbados,2002,BRB,5.77131
Barbados,2003,BRB,6.1233
Barbados,2004,BRB,5.91066
Barbados,2005,BRB,5.56433
Barbados,2007,BRB,5.11607
Barbados,2008,BRB,5.06121
Barbados,2009,BRB,5.32773
Barbados,2010,BRB,5.87482
Barbados,2012,BRB,5.62441
Barbados,2013,BRB,5.50356
Barbados,2014,BRB,6.71179
Belarus,1999,BLR,6.00001
Belarus,2000,BLR,6.19662
Belarus,2004,BLR,5.71226
Belarus,2005,BLR,5.87103
Belarus,2006,BLR,6.07696
Belarus,2007,BLR,5.1521
Belarus,2009,BLR,4.51672
Belarus,2010,BLR,5.41013
Belarus,2011,BLR,4.84382
Belarus,2012,BLR,5.12106
Belarus,2013,BLR,5.17594
Belarus,2014,BLR,4.98752
Belgium,1996,BEL,3.03222
Belgium,2001,BEL,5.85421
Belgium,2002,BEL,5.95818
Belgium,2003,BEL,5.89272
Belgium,2004,BEL,5.81384
Belgium,2005,BEL,5.77514
Belgium,2006,BEL,5.82776
Belgium,2007,BEL,5.843
Belgium,2008,BEL,6.27367
Belgium,2009,BEL,6.39845
Belgium,2010,BEL,6.39667
Belgium,2011,BEL,6.36516
Belize,1999,BLZ,5.44439
Belize,2000,BLZ,5.02928
Belize,2001,BLZ,5.79918
Belize,2003,BLZ,5.20613
Belize,2004,BLZ,5.2994
Belize,2008,BLZ,5.68789
Belize,2009,BLZ,6.10014
Belize,2010,BLZ,6.621
Belize,2013,BLZ,6.21729
Benin,1998,BEN,2.74789
Benin,1999,BEN,2.83867
Benin,2000,BEN,3.14591
Benin,2001,BEN,3.46637
Benin,2002,BEN,3.21089
Benin,2003,BEN,3.42565
Benin,2004,BEN,3.91554
Benin,2005,BEN,4.00211
Benin,2006,BEN,3.82888
Benin,2007,BEN,3.49798
Benin,2008,BEN,4.08138
Benin,2009,BEN,4.5508
Benin,2010,BEN,5.34238
Benin,2012,BEN,5.26143
Benin,2013,BEN,5.01267
Benin,2014,BEN,4.7956
Bermuda,1998,BMU,2.15227
Bermuda,2003,BMU,1.66627
Bermuda,2004,BMU,1.77588
Bermuda,2005,BMU,1.98877
Bermuda,2009,BMU,2.61519
Bermuda,2010,BMU,2.64421
Bermuda,2014,BMU,1.78285
Bhutan,2000,BTN,5.51379
Bhutan,2001,BTN,5.7178
Bhutan,2004,BTN,6.41799
Bhutan,2005,BTN,7.0781
Bhutan,2008,BTN,4.7975
Bhutan,2009,BTN,4.62672
Bhutan,2010,BTN,4.02447
Bhutan,2011,BTN,4.65258
Bhutan,2013,BTN,5.58966
Bhutan,2014,BTN,5.95991
Bolivia,1996,BOL,4.65741
Bolivia,1998,BOL,5.52301
Bolivia,1999,BOL,5.65932
Bolivia,2000,BOL,5.47342
Bolivia,2001,BOL,5.89946
Bolivia,2002,BOL,6.23031
Bolivia,2003,BOL,6.37904
Bolivia,2006,BOL,6.31361
Bolivia,2008,BOL,7.03973
Bolivia,2009,BOL,8.0812
Bolivia,2010,BOL,7.60011
Bolivia,2011,BOL,6.89264
Bolivia,2012,BOL,6.43691
Bolivia,2014,BOL,7.03755
Botswana,2005,BWA,10.67859
Botswana,2007,BWA,8.88464
Botswana,2009,BWA,9.63293
Brazil,1998,BRA,4.73948
Brazil,1999,BRA,3.78473
Brazil,2000,BRA,3.93814
Brazil,2001,BRA,3.84304
Brazil,2002,BRA,3.74435
Brazil,2004,BRA,3.97255
Brazil,2005,BRA,4.47671
Brazil,2006,BRA,4.86989
Brazil,2007,BRA,4.97835
Brazil,2008,BRA,5.2727
Brazil,2009,BRA,5.47154
Brazil,2010,BRA,5.64737
Brazil,2011,BRA,5.73953
Brazil,2012,BRA,5.91432
Brunei,1998,BRN,5.25395
Brunei,1999,BRN,4.93205
Brunei,2000,BRN,3.70591
Brunei,2010,BRN,2.04661
Brunei,2011,BRN,3.68108
Brunei,2012,BRN,3.20704
Brunei,2014,BRN,3.76595
Bulgaria,1996,BGR,2.71204
Bulgaria,1998,BGR,2.81427
Bulgaria,2001,BGR,3.35575
Bulgaria,2002,BGR,3.39842
Bulgaria,2003,BGR,4.00671
Bulgaria,2004,BGR,2.34126
Bulgaria,2005,BGR,4.18855
Bulgaria,2006,BGR,3.98817
Bulgaria,2007,BGR,3.7474
Bulgaria,2008,BGR,4.31128
Bulgaria,2009,BGR,4.43296
Bulgaria,2010,BGR,4.01754
Bulgaria,2011,BGR,3.66867
Bulgaria,2012,BGR,3.58936
Burkina Faso,1996,BFA,1.44026
Burkina Faso,2005,BFA,4.4326
Burkina Faso,2006,BFA,4.45703
Burkina Faso,2007,BFA,4.58858
Burkina Faso,2010,BFA,3.93896
Burkina Faso,2011,BFA,4.48326
Burkina Faso,2012,BFA,4.05353
Burkina Faso,2013,BFA,4.52597
Burundi,1996,BDI,4.08324
Burundi,1999,BDI,3.41745
Burundi,2000,BDI,2.64548
Burundi,2001,BDI,2.90391
Burundi,2002,BDI,3.00493
Burundi,2004,BDI,3.74496
Burundi,2005,BDI,3.63169
Burundi,2008,BDI,5.19355
Burundi,2009,BDI,6.31979
Burundi,2010,BDI,6.79287
Burundi,2011,BDI,5.99779
Burundi,2012,BDI,5.82091
Burundi,2013,BDI,5.41475
Cambodia,1998,KHM,1.25907
Cambodia,2000,KHM,1.66681
Cambodia,2001,KHM,1.72403
Cambodia,2002,KHM,1.71121
Cambodia,2004,KHM,1.71982
